One Punch Man,1,1,0,[i_c],Words strongest man - 01.mkv,367069943,/home/pi/Videos/tv/One Punch Man/Season 1/Words strongest man - 01.mkv,2 3 5 8 15 21 20
One Punch Man,1,2,0,[i_c],One Punch Man - 02.mkv,410047917,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 02.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,3,0,[i_c],One Punch Man - 03.mkv,336986823,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 03.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,7,0,[i_c],One Punch Man - 07.mkv,345991577,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 07.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,12,0,[i_c],One Punch Man - 12.mkv,426282306,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 12.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,6,0,[i_c],One Punch Man - 06.mkv,305287456,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 06.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,10,0,[i_c],One Punch Man - 10.mkv,270097263,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 10.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,4,0,[i_c],One Punch Man - 04.mkv,320180191,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 04.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,5,0,[i_c],One Punch Man - 05.mkv,309459481,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 05.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,11,0,[i_c],One Punch Man - 11.mkv,359921530,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 11.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,8,0,[i_c],One Punch Man - 08.mkv,420354155,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 08.mkv,2 3 5 8 15 21 20 25
One Punch Man,1,9,0,[i_c],One Punch Man - 09.mkv,404785812,/home/pi/Videos/tv/One Punch Man/Season 1/One Punch Man - 09.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,2,0,[i_c],One Punch Man S2 - 02.mkv,603442929,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 02.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,3,0,[i_c],One Punch Man S2 - 03.mkv,522531942,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 03.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,1,0,[i_c],One Punch Man S2 - 01.mkv,526563979,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 01.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,10,0,[i_c],One Punch Man S2 - 10.mkv,609959673,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 10.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,4,0,[i_c],One Punch Man S2 - 04.mkv,639996887,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 04.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,5,0,[i_c],One Punch Man S2 - 05.mkv,608964154,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 05.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,11,0,[i_c],One Punch Man S2 - 11.mkv,842709309,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 11.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,7,0,[i_c],One Punch Man S2 - 07.mkv,625040290,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 07.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,12,0,[i_c],One Punch Man S2 - 12.mkv,1010033608,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 12.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,6,0,[i_c],One Punch Man S2 - 06.mkv,593325491,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 06.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,8,0,[i_c],One Punch Man S2 - 08.mkv,697969961,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 08.mkv,2 3 5 8 15 21 20 25
One Punch Man,2,9,0,[i_c],One Punch Man S2 - 09.mkv,430402100,/home/pi/Videos/tv/One Punch Man/Season 2/One Punch Man S2 - 09.mkv,2 3 5 8 15 21 20 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 6 [720p][BD][Lucifer22].mkv,104398795,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 6 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 43 [720p][BD][Lucifer22].mkv,73924647,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 43 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 34 [720p][BD][Lucifer22].mkv,88868757,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 34 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 12 [720p][BD][Lucifer22].mkv,78236933,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 12 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 29 [720p][BD][Lucifer22].mkv,87287453,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 29 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 21 [720p][BD][Lucifer22].mkv,92190156,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 21 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 26 [720p][BD][Lucifer22].mkv,94135474,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 26 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 9 [720p][BD][Lucifer22].mkv,88162754,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 9 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 15 [720p][BD][Lucifer22].mkv,87541228,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 15 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 33 [720p][BD][Lucifer22].mkv,85583782,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 33 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 44 [720p][BD][Lucifer22].mkv,96563795,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 44 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 18 [720p][BD][Lucifer22].mkv,90958376,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 18 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 4 [720p][BD][Lucifer22].mkv,94032594,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 4 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 36 [720p][BD][Lucifer22].mkv,83083646,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 36 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 41 [720p][BD][Lucifer22].mkv,92095393,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 41 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 10 [720p][BD][Lucifer22].mkv,94538622,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 10 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 49 [720p][BD][Lucifer22].mkv,91563217,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 49 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 23 [720p][BD][Lucifer22].mkv,85465314,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 23 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 24 [720p][BD][Lucifer22].mkv,88660536,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 24 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 39 [720p][BD][Lucifer22].mkv,70772282,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 39 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 17 [720p][BD][Lucifer22].mkv,85091187,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 17 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 46 [720p][BD][Lucifer22].mkv,83260528,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 46 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
Gintama,1,720,0,[Lucifer 22],[AC] Gintama - 31 [720p][BD][Lucifer22].mkv,81721642,/home/pi/Videos/tv/Gintama  [Lucifer22]/Season - 01/[AC] Gintama - 31 [720p][BD][Lucifer22].mkv,2 3 5 8 15 17 16 25
